Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	br_lengths[136]	br_lengths[137]	br_lengths[138]	br_lengths[139]	br_lengths[140]	br_lengths[141]	br_lengths[142]	br_lengths[143]	br_lengths[144]	br_lengths[145]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	neo_beta	neo_beta_cats[1]	neo_beta_cats[2]	neo_beta_cats[3]	neo_beta_cats[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	rel_br_lengths[136]	rel_br_lengths[137]	rel_br_lengths[138]	rel_br_lengths[139]	rel_br_lengths[140]	rel_br_lengths[141]	rel_br_lengths[142]	rel_br_lengths[143]	rel_br_lengths[144]	rel_br_lengths[145]	tree_length	two_beta	two_beta_cats[1]	two_beta_cats[2]	two_beta_cats[3]	two_beta_cats[4]
0	-1806.77	-2089.762	282.9927	0.0319852	0.000155855	0.0138663	0.0132592	0.0196123	0.00983784	0.00436001	0.0144883	0.0256597	0.00477401	0.0154716	0.0104531	0.0200874	0.000703678	0.00092798	0.0145115	0.0169613	0.00196003	0.023897	0.00226236	0.0208106	0.0595819	0.0241959	0.0322854	0.0347743	0.00778375	0.0301731	0.0131925	0.0604926	0.0629714	0.0431322	0.0132869	0.00194649	0.0154826	0.000628287	0.0504222	0.0192293	0.0459384	0.0222014	0.012565	0.0433368	0.0206464	0.0191621	0.0192294	0.0202922	0.00583259	0.0363	0.0222417	0.0326373	0.0198428	0.00454787	0.0197392	0.00599483	0.00966414	0.00347599	0.00747243	0.0390476	0.0151598	0.00439016	0.00101082	0.00275682	0.00447888	0.00646558	0.00625016	0.0114301	0.0594878	0.00672922	0.0282592	0.0103448	0.0125977	0.0276622	0.059948	0.0203174	0.0425528	0.0356104	0.0274311	0.0170423	0.0211711	0.00808839	0.00109384	0.0891119	0.0729903	0.000142774	0.00524155	0.0337162	0.049275	0.00133055	0.0258556	0.0067025	0.0151171	0.00638297	0.0147895	0.0747799	0.0649314	0.0163231	0.0720238	0.00661759	0.0348262	0.00291363	0.0137811	0.020278	0.0836742	0.011928	0.0231476	0.00524844	0.02367	0.0105987	0.00436823	0.00665188	0.0402661	0.00631819	0.0268336	0.0221326	0.00674786	0.0150325	0.0225465	0.00950216	0.0339372	0.000950326	0.00352123	0.0868931	0.0326746	0.00157088	0.00760536	0.0411713	0.00717578	0.00967834	0.0443242	0.0182481	0.0344169	0.00303651	0.00459049	0.00390433	0.0550142	0.0185563	0.00415566	0.0126504	0.0029688	0.00526119	0.00440085	0.0653756	0.00732901	0.0291149	0.00961701	0.0873987	0.562939	0.192711	0.208188	0.0361622	1.101561	0.136869	0.381682	0.618317	0.863131	0.1642	0.414319	0.759654	1.31639	2.4136	6.09015	1.306348	0.0101302	4.93616e-05	0.00439167	0.00419938	0.00621153	0.00311579	0.00138088	0.00458865	0.00812681	0.001512	0.0049001	0.00331065	0.00636198	0.000222866	0.000293906	0.00459603	0.0053719	0.000620771	0.00756856	0.000716523	0.00659102	0.0188705	0.0076632	0.0102253	0.0110135	0.00246523	0.00955627	0.00417828	0.0191589	0.019944	0.0136606	0.00420816	0.000616483	0.00490357	0.000198988	0.0159695	0.0060902	0.0145494	0.00703151	0.00397954	0.0137254	0.00653903	0.00606893	0.00609026	0.00642685	0.00184727	0.0114968	0.00704429	0.0103367	0.00628452	0.00144038	0.0062517	0.00189865	0.00306078	0.0011009	0.00236663	0.012367	0.00480134	0.00139043	0.000320141	0.000873129	0.00141853	0.00204775	0.00197952	0.0036201	0.0188407	0.00213125	0.00895011	0.00327636	0.00398988	0.00876104	0.0189865	0.00643485	0.0134771	0.0112784	0.00868786	0.00539756	0.00670521	0.00256172	0.000346435	0.0282231	0.0231172	4.52189e-05	0.00166008	0.0106784	0.0156062	0.000421406	0.00818888	0.00212278	0.0047878	0.00202158	0.00468408	0.0236839	0.0205648	0.00516976	0.0228111	0.00209589	0.01103	0.000922792	0.0043647	0.00642235	0.0265009	0.00377778	0.00733121	0.00166226	0.00749665	0.00335677	0.00138349	0.00210675	0.0127529	0.00200107	0.0084986	0.00700974	0.00213715	0.00476103	0.00714083	0.00300948	0.0107484	0.000300983	0.00111523	0.0275204	0.0103485	0.000497522	0.00240874	0.0130396	0.00227268	0.00306528	0.0140382	0.00577944	0.0109004	0.000961711	0.00145388	0.00123656	0.0174238	0.00587705	0.00131616	0.00400659	0.000940266	0.0016663	0.00139382	0.0207054	0.00232121	0.00922115	0.00304585	0.0276805	3.157409	1.356641	0.162686	0.394753	0.605247	0.837313
36	-1789.665	-2069.705	280.0396	0.0648097	0.00010879	0.0364903	0.0121341	0.00297156	0.0213498	0.00919168	0.0513791	0.0152691	0.0125451	0.0403745	0.0245306	0.00354935	0.00545258	0.0112565	0.0259919	0.0204596	0.031833	0.036157	0.00899234	0.00672369	0.0717803	0.00571973	0.0377827	0.0481605	0.0702205	0.0198453	0.0200803	0.0428008	0.0456545	0.125012	0.0268194	0.0160617	0.0264439	0.00565018	0.0955024	0.00979925	0.0307425	0.00566017	0.00981167	0.0756227	0.0125877	0.00477709	0.0372115	0.0156411	0.000919722	0.0105657	0.0336524	0.0392339	0.00977876	0.0048785	0.0491988	0.000782032	0.015778	0.0197906	0.0155395	0.0406141	0.0159621	0.00098666	0.00303342	0.00750841	0.0181208	0.0146267	0.00973531	0.00989989	0.0923086	0.0108983	0.000590336	0.0268321	0.0211524	0.055563	0.0931522	0.0762539	0.052106	0.0423768	0.0339099	0.07341	0.00486703	0.0212132	0.00848937	0.0473128	0.124356	0.000187832	0.00601028	0.0148898	0.035324	0.0148557	0.0615589	0.0256634	0.0184427	0.00938855	0.0217115	0.125801	0.0661176	0.0332253	0.0574871	0.0317703	0.0158966	0.0354643	0.0276083	0.0215557	0.235372	0.0180265	0.0358101	0.00805384	0.142171	0.0133454	0.00369359	0.00710846	0.0197748	0.0134701	0.0487357	0.032146	0.0193975	0.01732	0.0190821	0.0970041	0.0232486	0.00276391	0.00680045	0.0927099	0.0739293	0.00377894	0.0051514	0.0232299	0.0235163	0.00567622	0.100266	0.0347985	0.0220261	0.00433786	0.0624316	0.00052281	0.134892	0.0268539	0.00821394	0.0304895	0.0141278	0.0208552	0.0116823	0.102332	0.0167502	0.0184466	0.0137388	0.119501	0.534249	0.32663	0.0662805	0.0728411	1.489066	0.174215	0.400065	0.599935	0.825785	0.217852	0.475576	0.793046	1.26096	2.10271	4.59027	1.101913	0.0136072	2.28411e-05	0.00766136	0.00254763	0.000623898	0.00448253	0.00192985	0.0107874	0.00320585	0.00263392	0.00847688	0.00515035	0.000745208	0.0011448	0.00236338	0.00545717	0.00429562	0.00668354	0.00759138	0.001888	0.00141168	0.0150707	0.00120089	0.00793272	0.0101116	0.0147432	0.00416664	0.00421599	0.0089863	0.00958544	0.0262469	0.00563091	0.00337226	0.00555207	0.00118629	0.0200513	0.00205741	0.00645458	0.00118839	0.00206002	0.0158775	0.00264287	0.00100298	0.00781278	0.00328395	0.000193101	0.00221833	0.00706553	0.0082374	0.00205311	0.00102427	0.0103296	0.000164192	0.00331268	0.00415516	0.00326261	0.00852718	0.00335134	0.000207155	0.000636886	0.00157644	0.00380458	0.00307097	0.00204399	0.00207854	0.0193808	0.00228817	0.000123945	0.00563357	0.00444109	0.0116658	0.0195579	0.01601	0.01094	0.00889727	0.00711959	0.0154129	0.00102186	0.00445385	0.0017824	0.00993362	0.0261092	3.94364e-05	0.0012619	0.00312622	0.00741649	0.00311905	0.0129247	0.00538819	0.00387215	0.00197119	0.00455846	0.0264127	0.0138818	0.00697586	0.0120698	0.00667038	0.00333759	0.00744596	0.00579655	0.00452575	0.0494178	0.00378477	0.00751856	0.00169095	0.0298496	0.00280196	0.000775493	0.00149247	0.00415185	0.00282814	0.0102324	0.00674926	0.00407262	0.00363644	0.00400641	0.0203666	0.00488119	0.000580301	0.0014278	0.019465	0.0155219	0.000793412	0.00108157	0.00487726	0.0049374	0.00119176	0.0210516	0.00730617	0.00462452	0.000910761	0.0131079	0.000109767	0.0283215	0.00563815	0.00172457	0.00640146	0.00296623	0.00437869	0.00245277	0.0214853	0.0035168	0.00387299	0.00288454	0.02509	4.762897	1.359142	0.162915	0.394862	0.605139	0.837085
72	-1834.199	-2113.351	279.152	0.031719	0.00477557	0.0144573	0.0238126	0.0594015	0.0611876	0.0274264	0.0498742	0.0406198	0.00707821	0.0668201	0.0201266	0.00170406	0.00479948	0.00185656	0.0228247	0.0268937	0.020263	0.03191	0.00475618	0.00270546	0.0508237	0.0290151	0.0249433	0.0861145	0.0177525	0.00298472	0.00584268	0.0283846	0.0479912	0.0943982	0.0546443	0.00578198	0.066114	0.0057253	0.0533217	0.00731728	0.0239305	0.0399916	0.010729	0.0609709	0.00875434	0.00342192	0.0330321	0.0310593	0.00265652	0.0260691	0.00375473	0.0150676	0.0123658	0.0363989	0.0185483	0.005583	0.0202365	0.0344453	0.00559806	0.0414835	0.0230512	0.0344697	0.00408397	0.00298123	0.00742371	0.0157996	0.0156328	0.0247035	0.0288912	0.0250975	0.0433976	0.0145518	0.0290724	0.0498443	0.115672	0.0273306	0.046076	0.0939912	0.00965119	0.0350155	0.00168652	0.0305748	0.000247524	0.0137534	0.0984916	0.0128392	0.0508919	0.00344442	0.0504016	0.0466349	0.0152872	0.067339	0.0360778	0.00799737	0.0580507	0.0057617	0.0344401	0.187672	0.0629231	0.00143932	0.0142463	0.00583437	0.00704925	0.217906	0.0276055	0.00494261	0.0141632	0.0642386	0.00359585	0.040391	0.0218146	0.0375376	0.0508587	0.0771457	0.00819067	0.0216916	0.0652364	0.0402055	0.0218666	0.0748361	0.0116821	0.0773303	0.00282857	0.00833277	0.00163732	0.0231327	0.142893	0.0539069	0.00220145	0.0179748	0.0142748	0.0492146	0.0436666	0.0408822	0.0051774	0.0284363	0.100804	0.0208398	0.130891	0.00336075	0.243115	0.00335087	0.0634974	0.00374385	0.0144998	0.13464	0.046791	0.00599241	0.360774	0.307244	0.242863	0.0891194	1.376496	0.164488	0.395603	0.604398	0.835511	0.21986	0.477708	0.794154	1.2592	2.09333	4.54836	1.09528	0.0062348	0.000938704	0.00284178	0.0046807	0.0116762	0.0120273	0.00539104	0.00980345	0.00798438	0.00139132	0.0131344	0.00395616	0.000334957	0.000943404	0.000364933	0.00448651	0.00528633	0.00398296	0.00627236	0.000934893	0.000531795	0.00999009	0.00570331	0.00490294	0.016927	0.0034895	0.000586688	0.00114846	0.00557938	0.00943333	0.0185553	0.0107411	0.00113653	0.0129956	0.00112539	0.0104811	0.00143831	0.00470388	0.00786091	0.00210893	0.0119847	0.00172079	0.000672626	0.00649291	0.00610513	0.000522176	0.00512424	0.000738043	0.00296175	0.00243067	0.00715471	0.00364593	0.00109742	0.00397776	0.0067707	0.00110038	0.00815415	0.00453104	0.00677549	0.00080276	0.000586003	0.00145923	0.00310563	0.00307284	0.00485582	0.00567896	0.00493325	0.00853039	0.00286035	0.00571458	0.00979759	0.0227369	0.0053722	0.00905688	0.0184753	0.00189707	0.00688278	0.000331508	0.0060099	4.86543e-05	0.00270342	0.0193599	0.00252371	0.0100035	0.000677049	0.00990713	0.00916673	0.00300492	0.0132364	0.00709159	0.00157199	0.0114107	0.00113254	0.00676968	0.0368896	0.0123684	0.000282918	0.0028003	0.00114682	0.00138563	0.0428323	0.00542624	0.000971538	0.00278397	0.012627	0.000706813	0.0079394	0.00428797	0.00737853	0.00999698	0.0151641	0.00160999	0.00426379	0.0128231	0.00790294	0.00429818	0.0147101	0.00229627	0.0152003	0.000555994	0.00163792	0.000321838	0.00454705	0.0280876	0.0105961	0.000432725	0.00353319	0.00280592	0.0096738	0.00858327	0.00803596	0.00101769	0.00558956	0.0198144	0.00409635	0.0257284	0.000660601	0.0477875	0.00065866	0.0124813	0.000735905	0.00285013	0.0264654	0.00919741	0.00117789	5.087408	1.848407	0.200593	0.411267	0.588733	0.799407
108	-1827.661	-2110.351	282.69	0.0135635	0.000576474	0.0181547	0.0095778	0.0254494	0.0536447	0.0093841	0.0110407	0.0112889	0.00814911	0.00878157	0.0048293	0.00688841	0.00799324	0.00341438	0.0119179	0.0202297	0.00639259	0.0120922	0.00258127	0.00207513	0.0370436	0.0265855	0.0464384	0.0737688	0.00508136	0.00141453	0.0195865	0.0353049	0.0322445	0.0797489	0.0122942	0.0166381	0.0094566	0.00147224	0.041905	0.00306547	0.0124106	0.00652605	0.00751083	0.0334328	0.00894862	0.00841583	0.00870896	0.022112	0.00178794	0.00417065	0.00311176	0.0349252	0.0186156	0.0193042	0.00709737	0.00405285	0.0369118	0.0155155	0.00066742	0.0650108	0.00791498	0.0359248	0.0193772	0.000579265	0.00734391	0.00548558	0.00981979	0.0120964	0.000442477	0.018667	0.023845	0.00802668	0.0195994	0.0747888	0.161514	0.0238681	0.0604809	0.0379171	0.00304072	0.0177	0.0021288	0.0112918	0.00122801	0.00313862	0.045499	0.074794	0.00442592	0.0142618	0.0160531	0.00907765	0.0143164	0.0251267	0.0380043	0.00105757	0.0154582	0.00573336	0.00106928	0.101695	0.000972983	0.000686949	0.00844882	0.0289038	0.00233826	0.137872	0.00684905	0.0121089	0.0126601	0.0412674	0.00785306	0.0147696	0.034501	0.0141962	0.0282144	0.0462399	0.0202252	0.0164387	0.00608434	0.012817	0.0069164	0.0473497	0.0132047	0.0563356	0.0170595	0.000606637	0.0011714	0.0528211	0.0584665	0.0688207	0.00129278	0.0135252	0.0248876	0.00383304	0.0150497	0.0203947	0.0024226	0.0108959	0.056942	0.010952	0.0385228	0.000955098	0.113271	0.000504832	0.0297081	0.00868388	0.00780001	0.0321926	0.00306422	0.0127302	0.703862	0.2472	0.0419377	0.0070001	1.286931	0.156139	0.391604	0.608396	0.843861	0.146136	0.391426	0.746301	1.33994	2.55476	6.84294	1.390619	0.00433904	0.000184417	0.00580778	0.00306398	0.00814138	0.0171612	0.00300202	0.00353198	0.00361136	0.00260694	0.00280927	0.00154492	0.00220363	0.00255707	0.00109228	0.00381259	0.00647159	0.00204502	0.00386835	0.000825761	0.000663844	0.0118504	0.00850482	0.0148559	0.023599	0.00162555	0.000452516	0.00626581	0.0112942	0.0103152	0.0255121	0.00393297	0.0053226	0.00302521	0.000470976	0.0134056	0.00098066	0.00397021	0.00208772	0.00240275	0.0106953	0.00286271	0.00269227	0.00278604	0.00707372	0.000571971	0.00133421	0.000995467	0.0111727	0.00595522	0.0061755	0.00227048	0.00129653	0.0118083	0.00496349	0.000213511	0.0207973	0.00253204	0.0114925	0.00619887	0.00018531	0.00234935	0.00175486	0.0031414	0.0038697	0.00014155	0.00597167	0.00762813	0.00256777	0.00626995	0.0239253	0.0516691	0.00763551	0.0193481	0.0121298	0.000972741	0.00566231	0.000681013	0.00361229	0.000392847	0.00100406	0.0145553	0.023927	0.00141587	0.00456241	0.00513546	0.00290398	0.00457988	0.00803814	0.0121578	0.000338322	0.00494515	0.00183413	0.000342067	0.0325328	0.000311262	0.000219758	0.00270282	0.00924646	0.000748022	0.0441058	0.00219104	0.00387371	0.00405003	0.0132016	0.00251223	0.00472485	0.011037	0.00454144	0.00902591	0.0147924	0.00647014	0.00525881	0.00194641	0.00410022	0.00221259	0.0151474	0.00422425	0.018022	0.00545741	0.000194066	0.000374735	0.0168977	0.0187037	0.0220161	0.000413568	0.00432678	0.00796165	0.00122621	0.00481447	0.00652435	0.000775003	0.00348565	0.018216	0.00350361	0.0123236	0.00030554	0.0362361	0.000161498	0.00950375	0.00277802	0.00249526	0.0102986	0.00098026	0.00407246	3.12593	1.465184	0.172218	0.399165	0.600835	0.827782
144	-1803.153	-2083.762	280.6094	0.00602408	0.00102076	0.0241447	0.0172875	0.0388553	0.00588364	0.00166873	0.0205216	0.0437134	0.00660156	0.0512915	0.00616871	0.00811394	0.00896628	0.00453774	0.0101676	0.0202759	0.0123234	0.0428784	0.000287792	0.00431097	0.0603383	0.0226979	0.0157687	0.0259031	0.0217667	0.0624513	0.0404526	0.0607603	0.0313051	0.0672505	0.031773	0.0104174	0.0156801	0.00364697	0.0365408	0.0121151	0.0266126	0.0148478	0.00156099	0.0435352	0.0117016	0.00180149	0.045988	0.00757336	0.0135157	0.0177392	0.022954	0.0432788	0.0204321	0.0055007	0.0110605	0.00446391	0.036775	0.0160432	0.00436844	0.068584	0.00967685	0.00755427	0.00453699	0.00969336	0.0128662	0.00775973	0.00406653	0.0186522	0.0417051	0.00698722	0.00474362	0.00317095	0.0149269	0.118686	0.00787584	0.0300582	0.0824844	0.0294195	0.00774833	0.00537023	0.0328359	0.00561738	0.00289342	0.0599788	0.112847	0.00453743	0.00056219	0.0577446	0.0124485	0.0428637	0.0727519	0.0164468	0.0187033	0.0127034	0.0126388	0.0144734	0.14201	0.0308911	0.048074	0.005384	0.0125331	0.0152217	0.0126937	0.00234377	0.0492352	0.00133879	0.00328012	0.0105288	0.0201712	0.00669987	0.0352521	0.00118605	0.0188438	0.0227601	0.0135538	0.0169583	0.032051	0.0391292	0.0155973	0.0894738	0.0265957	0.00891348	0.00197827	0.088159	0.0732592	0.0603723	0.0333922	0.0104704	0.0312542	0.0244716	0.0025581	0.0158758	0.0363332	0.0147278	0.00619555	0.00106797	0.214091	0.0206894	0.00231528	0.00575333	0.0131263	0.0363137	0.0142987	0.0695644	0.0203659	0.0163107	0.0693939	0.0312806	0.694845	0.177175	0.0634023	0.0645776	1.718891	0.191809	0.407668	0.592332	0.808191	0.223632	0.481688	0.796212	1.25595	2.07603	4.47163	1.082979	0.00159594	0.000270428	0.0063966	0.00457995	0.0102938	0.00155874	0.000442092	0.00543672	0.0115809	0.00174894	0.0135885	0.00163426	0.00214961	0.00237542	0.00120217	0.00269369	0.00537164	0.00326481	0.0113597	7.6244e-05	0.00114209	0.0159853	0.0060133	0.00417756	0.00686244	0.0057666	0.0165451	0.010717	0.0160971	0.0082936	0.0178165	0.00841755	0.00275985	0.0041541	0.000966184	0.00968068	0.00320962	0.00705042	0.00393358	0.00041355	0.0115337	0.00310008	0.000477264	0.0121835	0.00200639	0.00358068	0.00469959	0.00608114	0.0114658	0.00541302	0.00145729	0.00293024	0.00118261	0.0097427	0.00425029	0.00115732	0.0181698	0.00256367	0.00200133	0.00120197	0.00256804	0.00340861	0.00205577	0.00107734	0.00494149	0.0110488	0.00185111	0.00125672	0.000840072	0.00395454	0.0314433	0.00208653	0.00796324	0.0218524	0.00779403	0.00205275	0.00142272	0.00869914	0.0014882	0.000766545	0.01589	0.0298963	0.00120209	0.00014894	0.0152981	0.00329795	0.0113558	0.019274	0.00435722	0.00495503	0.00336548	0.00334836	0.00383441	0.0376224	0.00818391	0.0127361	0.00142637	0.00332037	0.00403265	0.00336292	0.000620929	0.0130438	0.000354681	0.000868994	0.00278938	0.0053439	0.00177498	0.00933925	0.000314218	0.00499225	0.00602977	0.00359077	0.00449273	0.0084912	0.0103664	0.00413215	0.0237041	0.00704594	0.00236143	0.000524097	0.0233558	0.0194084	0.0159943	0.00884651	0.0027739	0.00828009	0.00648321	0.000677711	0.00420594	0.00962567	0.0039018	0.00164137	0.000282936	0.0567186	0.00548119	0.000613383	0.00152421	0.00347751	0.0096205	0.00378812	0.0184295	0.00539549	0.00432116	0.0183844	0.0082871	3.774617	2.685941	0.243851	0.427466	0.572533	0.75615
